,gw,kickoff,team_h,team_a,score_h,score_a,id,time,type,text,playerIds,game_id,time_in_seconds,on_name,off_name,on_id,on_id_freq,off_id,off_id_freq,on_opta_id,off_opta_id,on_fpl_id,off_fpl_id,team_code,team_id,team_short,missing
902,9,"Sat 1 Oct 2022, 15:00 BST",Crystal Palace,Chelsea,1,2,1727685,84,substitution,"Substitution, Crystal Palace. Jean-Philippe Mateta replaces Odsonne Édouard.","[20874, 16788]",74993,4998,Jean-Philippe Mateta,Odsonne Édouard,20874,8,16788,8,p231747,p199670,168,166,6,7,CRY,FALSE
335,14,"Sat 29 Oct 2022, 15:00 BST",Crystal Palace,Southampton,1,0,1751108,75,substitution,"Substitution, Crystal Palace. Will Hughes replaces Odsonne Édouard because of an injury.","[8589, 16788]",75045,4479,Will Hughes,Odsonne Édouard,8589,7,16788,8,p108413,p199670,163,166,6,7,CRY,FALSE
652,4,"Sat 27 Aug 2022, 15:00 BST",Manchester City,Crystal Palace,4,2,1713224,67,substitution,"Substitution, Crystal Palace. Will Hughes replaces Odsonne Édouard.","[8589, 16788]",74947,3986,Will Hughes,Odsonne Édouard,8589,7,16788,8,p108413,p199670,163,166,6,7,CRY,FALSE
89,11,"Sat 15 Oct 2022, 12:30 BST",Leicester City,Crystal Palace,0,0,1739816,65,substitution,"Substitution, Crystal Palace. Michael Olise replaces Odsonne Édouard.","[32989, 16788]",75015,3896,Michael Olise,Odsonne Édouard,32989,5,16788,8,p443661,p199670,171,166,6,7,CRY,FALSE
662,4,"Sat 27 Aug 2022, 17:30 BST",Arsenal,Fulham,2,1,1713442,69,substitution,"Substitution, Fulham. Tom Cairney replaces Neeskens Kebano.","[3894, 20178]",74941,4098,Tom Cairney,Neeskens Kebano,3894,13,20178,8,p76357,p92259,200,204,34,9,FUL,FALSE
51,10,"Sun 9 Oct 2022, 14:00 BST",West Ham United,Fulham,3,1,1734572,89,substitution,"Substitution, Fulham. Shane Duffy replaces Neeskens Kebano.","[3601, 20178]",75010,5299,Shane Duffy,Neeskens Kebano,3601,4,20178,8,p61933,p92259,105,204,34,9,FUL,FALSE
99,11,"Sat 15 Oct 2022, 15:00 BST",Fulham,Bournemouth,2,2,1740118,62,substitution,"Substitution, Fulham. Harry Wilson replaces Neeskens Kebano.","[13961, 20178]",75013,3706,Harry Wilson,Neeskens Kebano,13961,4,20178,8,p153682,p92259,212,204,34,9,FUL,FALSE
210,12,"Thu 20 Oct 2022, 19:30 BST",Fulham,Aston Villa,3,0,1744164,85,substitution,"Substitution, Fulham. Harry Wilson replaces Neeskens Kebano.","[13961, 20178]",75026,5045,Harry Wilson,Neeskens Kebano,13961,4,20178,8,p153682,p92259,212,204,34,9,FUL,FALSE
355,14,"Sat 29 Oct 2022, 17:30 BST",Fulham,Everton,0,0,1751472,67,substitution,"Substitution, Fulham. Harry Wilson replaces Neeskens Kebano.","[13961, 20178]",75046,4018,Harry Wilson,Neeskens Kebano,13961,4,20178,8,p153682,p92259,212,204,34,9,FUL,FALSE
498,2,"Sat 13 Aug 2022, 15:00 BST",Wolverhampton Wanderers,Fulham,0,0,1707571,83,substitution,"Substitution, Fulham. Jay Stansfield replaces Neeskens Kebano because of an injury.","[66563, 20178]",74930,4941,Jay Stansfield,Neeskens Kebano,66563,2,20178,8,p490146,p92259,219,204,34,9,FUL,FALSE
795,6,"Sat 3 Sep 2022, 15:00 BST",Tottenham Hotspur,Fulham,2,1,1715672,60,substitution,"Substitution, Fulham. Willian replaces Neeskens Kebano.","[4748, 20178]",74969,3593,Willian,Neeskens Kebano,4748,2,20178,8,p47431,p92259,614,204,34,9,FUL,FALSE
389,1,"Sat 6 Aug 2022, 12:30 BST",Fulham,Liverpool,2,2,1702161,66,substitution,"Substitution, Fulham. Manor Solomon replaces Neeskens Kebano.","[62934, 20178]",74914,3904,Manor Solomon,Neeskens Kebano,62934,1,20178,8,p235674,p92259,562,204,34,9,FUL,FALSE
444,1,"Sun 7 Aug 2022, 14:00 BST",Manchester United,Brighton and Hove Albion,1,2,1702860,75,substitution,"Substitution, Brighton and Hove Albion. Tariq Lamptey replaces Leandro Trossard.","[23704, 20486]",74919,4477,Tariq Lamptey,Leandro Trossard,23704,10,20486,8,p232792,p116216,114,111,131,5,BHA,FALSE
475,2,"Sat 13 Aug 2022, 15:00 BST",Brighton and Hove Albion,Newcastle United,0,0,1707534,75,substitution,"Substitution, Brighton and Hove Albion. Tariq Lamptey replaces Leandro Trossard.","[23704, 20486]",74924,4457,Tariq Lamptey,Leandro Trossard,23704,10,20486,8,p232792,p116216,114,111,131,5,BHA,FALSE
918,9,"Sat 1 Oct 2022, 15:00 BST",Liverpool,Brighton and Hove Albion,3,3,1727673,87,substitution,"Substitution, Brighton and Hove Albion. Tariq Lamptey replaces Leandro Trossard.","[23704, 20486]",74997,5203,Tariq Lamptey,Leandro Trossard,23704,10,20486,8,p232792,p116216,114,111,131,5,BHA,FALSE
586,3,"Sun 21 Aug 2022, 14:00 BST",West Ham United,Brighton and Hove Albion,0,2,1709401,90 +3,substitution,"Substitution, Brighton and Hove Albion. Kaoru Mitoma replaces Leandro Trossard.","[117732, 20486]",74940,5528,Kaoru Mitoma,Leandro Trossard,117732,7,20486,8,p451340,p116216,124,111,131,5,BHA,FALSE
83,11,"Fri 14 Oct 2022, 20:00 BST",Brentford,Brighton and Hove Albion,2,0,1739612,69,substitution,"Substitution, Brighton and Hove Albion. Deniz Undav replaces Leandro Trossard.","[114957, 20486]",75012,4091,Deniz Undav,Leandro Trossard,114957,6,20486,8,p450434,p116216,123,111,131,5,BHA,FALSE
813,6,"Sun 4 Sep 2022, 14:00 BST",Brighton and Hove Albion,Leicester City,5,2,1716566,89,substitution,"Substitution, Brighton and Hove Albion. Pervis Estupiñán replaces Leandro Trossard.","[31904, 20486]",74963,5300,Pervis Estupiñán,Leandro Trossard,31904,3,20486,8,p204214,p116216,586,111,131,5,BHA,FALSE
325,14,"Sat 29 Oct 2022, 15:00 BST",Brighton and Hove Albion,Chelsea,4,1,1751184,87,substitution,"Substitution, Brighton and Hove Albion. Jeremy Sarmiento replaces Leandro Trossard.","[68857, 20486]",75044,5176,Jeremy Sarmiento,Leandro Trossard,68857,2,20486,8,p441192,p116216,119,111,131,5,BHA,FALSE
625,4,"Sat 27 Aug 2022, 15:00 BST",Brighton and Hove Albion,Leeds United,1,0,1713275,79,substitution,"Substitution, Brighton and Hove Albion. Levi Colwill replaces Leandro Trossard.","[51229, 20486]",74944,4694,Levi Colwill,Leandro Trossard,51229,2,20486,8,p460028,p116216,559,111,131,5,BHA,FALSE
122,11,"Sun 16 Oct 2022, 14:00 BST",Aston Villa,Chelsea,0,2,1740968,66,substitution,"Substitution, Aston Villa. Emiliano Buendía replaces Leon Bailey.","[26408, 20489]",75011,3938,Emiliano Buendía,Leon Bailey,26408,8,20489,8,p195546,p215711,42,45,2,2,AVL,FALSE
216,12,"Thu 20 Oct 2022, 19:30 BST",Fulham,Aston Villa,3,0,1744034,58,substitution,"Substitution, Aston Villa. Emiliano Buendía replaces Leon Bailey.","[26408, 20489]",75026,3421,Emiliano Buendía,Leon Bailey,26408,8,20489,8,p195546,p215711,42,45,2,2,AVL,FALSE
806,6,"Sat 3 Sep 2022, 17:30 BST",Aston Villa,Manchester City,1,1,1715970,90 +1,substitution,"Substitution, Aston Villa. Emiliano Buendía replaces Leon Bailey.","[26408, 20489]",74961,5419,Emiliano Buendía,Leon Bailey,26408,8,20489,8,p195546,p215711,42,45,2,2,AVL,FALSE
831,8,"Fri 16 Sep 2022, 20:00 BST",Aston Villa,Southampton,1,0,1724949,67,substitution,"Substitution, Aston Villa. Emiliano Buendía replaces Leon Bailey.","[26408, 20489]",74981,3987,Emiliano Buendía,Leon Bailey,26408,8,20489,8,p195546,p215711,42,45,2,2,AVL,FALSE
955,9,"Sun 2 Oct 2022, 16:30 BST",Leeds United,Aston Villa,0,0,1728822,64,substitution,"Substitution, Aston Villa. Emiliano Buendía replaces Leon Bailey.","[26408, 20489]",74995,3809,Emiliano Buendía,Leon Bailey,26408,8,20489,8,p195546,p215711,42,45,2,2,AVL,FALSE
550,3,"Sat 20 Aug 2022, 15:00 BST",Crystal Palace,Aston Villa,3,1,1708957,66,substitution,"Substitution, Aston Villa. Danny Ings replaces Leon Bailey.","[8245, 20489]",74932,3908,Danny Ings,Leon Bailey,8245,5,20489,8,p84939,p215711,30,45,2,2,AVL,FALSE
262,13,"Sun 23 Oct 2022, 14:00 BST",Aston Villa,Brentford,4,0,1745744,71,substitution,"Substitution, Aston Villa. Jacob Ramsey replaces Leon Bailey.","[19888, 20489]",75031,4204,Jacob Ramsey,Leon Bailey,19888,3,20489,8,p232653,p215711,47,45,2,2,AVL,FALSE
349,14,"Sat 29 Oct 2022, 15:00 BST",Newcastle United,Aston Villa,4,0,1751059,61,substitution,"Substitution, Aston Villa. Jacob Ramsey replaces Leon Bailey.","[19888, 20489]",75050,3609,Jacob Ramsey,Leon Bailey,19888,3,20489,8,p232653,p215711,47,45,2,2,AVL,FALSE
528,2,"Mon 15 Aug 2022, 20:00 BST",Liverpool,Crystal Palace,1,1,1708550,79,substitution,"Substitution, Crystal Palace. Luka Milivojevic replaces Eberechi Eze.","[5859, 21584]",74926,4706,Luka Milivojevic,Eberechi Eze,5859,6,21584,8,p66975,p232413,158,169,6,7,CRY,FALSE
783,6,"Sat 3 Sep 2022, 15:00 BST",Newcastle United,Crystal Palace,0,0,1715664,62,substitution,"Substitution, Crystal Palace. Michael Olise replaces Eberechi Eze.","[32989, 21584]",74967,3718,Michael Olise,Eberechi Eze,32989,5,21584,8,p443661,p232413,171,169,6,7,CRY,FALSE
162,12,"Tue 18 Oct 2022, 20:15 BST",Crystal Palace,Wolverhampton Wanderers,2,1,1742550,90,substitution,"Substitution, Crystal Palace. Jairo Riedewald replaces Eberechi Eze.","[4878, 21584]",75025,5371,Jairo Riedewald,Eberechi Eze,4878,3,21584,8,p173954,p232413,164,169,6,7,CRY,FALSE
338,14,"Sat 29 Oct 2022, 15:00 BST",Crystal Palace,Southampton,1,0,1751020,63,substitution,"Substitution, Crystal Palace. Jordan Ayew replaces Eberechi Eze.","[5595, 21584]",75045,3740,Jordan Ayew,Eberechi Eze,5595,3,21584,8,p80146,p232413,159,169,6,7,CRY,FALSE
543,3,"Sat 20 Aug 2022, 15:00 BST",Crystal Palace,Aston Villa,3,1,1709072,90 +1,substitution,"Substitution, Crystal Palace. Chris Richards replaces Eberechi Eze.","[50842, 21584]",74932,5453,Chris Richards,Eberechi Eze,50842,3,21584,8,p427623,p232413,530,169,6,7,CRY,FALSE
691,5,"Tue 30 Aug 2022, 19:30 BST",Crystal Palace,Brentford,1,1,1714451,76,substitution,"Substitution, Crystal Palace. Jordan Ayew replaces Eberechi Eze.","[5595, 21584]",74953,4529,Jordan Ayew,Eberechi Eze,5595,3,21584,8,p80146,p232413,159,169,6,7,CRY,FALSE
380,1,"Fri 5 Aug 2022, 20:00 BST",Crystal Palace,Arsenal,0,2,1702096,86,substitution,"Substitution, Crystal Palace. Malcolm Ebiowei replaces Eberechi Eze.","[49485, 21584]",74911,5142,Malcolm Ebiowei,Eberechi Eze,49485,2,21584,8,p450535,p232413,173,169,6,7,CRY,FALSE
905,9,"Sat 1 Oct 2022, 15:00 BST",Crystal Palace,Chelsea,1,2,1727621,74,substitution,"Substitution, Crystal Palace. Jeffrey Schlupp replaces Eberechi Eze.","[8980, 21584]",74993,4410,Jeffrey Schlupp,Eberechi Eze,8980,2,21584,8,p86417,p232413,161,169,6,7,CRY,FALSE
190,12,"Wed 19 Oct 2022, 19:30 BST",Liverpool,West Ham United,1,0,1743165,61,substitution,"Substitution, West Ham United. Saïd Benrahma replaces Pablo Fornals.","[20517, 25246]",75028,3623,Saïd Benrahma,Pablo Fornals,20517,6,25246,8,p172841,p217593,464,469,25,19,WHU,FALSE
883,8,"Sun 18 Sep 2022, 14:15 BST",Everton,West Ham United,1,0,1726386,61,substitution,"Substitution, West Ham United. Saïd Benrahma replaces Pablo Fornals.","[20517, 25246]",74985,3658,Saïd Benrahma,Pablo Fornals,20517,6,25246,8,p172841,p217593,464,469,25,19,WHU,FALSE
592,3,"Sun 21 Aug 2022, 14:00 BST",West Ham United,Brighton and Hove Albion,0,2,1709321,62,substitution,"Substitution, West Ham United. Gianluca Scamacca replaces Pablo Fornals.","[11434, 25246]",74940,3687,Gianluca Scamacca,Pablo Fornals,11434,4,25246,8,p195899,p217593,529,469,25,19,WHU,FALSE
737,5,"Wed 31 Aug 2022, 19:45 BST",West Ham United,Tottenham Hotspur,1,1,1715023,85,substitution,"Substitution, West Ham United. Emerson replaces Pablo Fornals.","[16803, 25246]",74957,5042,Emerson,Pablo Fornals,16803,4,25246,8,p109533,p217593,545,469,25,19,WHU,FALSE
769,6,"Sat 3 Sep 2022, 15:00 BST",Chelsea,West Ham United,2,1,1715808,86,substitution,"Substitution, West Ham United. Maxwel Cornet replaces Pablo Fornals.","[16758, 25246]",74964,5149,Maxwel Cornet,Pablo Fornals,16758,4,25246,8,p149519,p217593,575,469,25,19,WHU,FALSE
517,2,"Sun 14 Aug 2022, 14:00 BST",Nottingham Forest,West Ham United,1,0,1708359,68,substitution,"Substitution, West Ham United. Manuel Lanzini replaces Pablo Fornals.","[13872, 25246]",74928,4061,Manuel Lanzini,Pablo Fornals,13872,3,25246,8,p86934,p217593,460,469,25,19,WHU,FALSE
50,10,"Sun 9 Oct 2022, 14:00 BST",West Ham United,Fulham,3,1,1734590,90 +3,substitution,"Substitution, West Ham United. Flynn Downes replaces Pablo Fornals.","[14383, 25246]",75010,5531,Flynn Downes,Pablo Fornals,14383,2,25246,8,p220585,p217593,509,469,25,19,WHU,FALSE
447,1,"Sun 7 Aug 2022, 16:30 BST",West Ham United,Manchester City,0,2,1702977,90 +2,substitution,"Substitution, West Ham United. Conor Coventry replaces Pablo Fornals.","[15211, 25246]",74920,5505,Conor Coventry,Pablo Fornals,15211,1,25246,8,p222017,p217593,556,469,25,19,WHU,FALSE
